
======================================================================
  CELL: arm=off  corpus=openr1-mix-ext  seed=0  steps=20000
  [global] step   9100  loss 4.0754  lr 1.85e-04
  [global] step   9200  loss 3.9076  lr 1.83e-04
  [global] step   9300  loss 3.6288  lr 1.81e-04
  [global] step   9400  loss 4.2575  lr 1.79e-04
  [global] step   9500  loss 3.8229  lr 1.77e-04
  [global] step   9600  loss 4.2882  lr 1.75e-04
  [global] step   9700  loss 4.0329  lr 1.72e-04
  [global] step   9800  loss 4.1203  lr 1.70e-04
  [global] step   9900  loss 4.4938  lr 1.68e-04
  [global] step  10000  loss 4.0280  lr 1.66e-04
  [global] step  10100  loss 4.0635  lr 1.64e-04
  [global] step  10200  loss 4.1682  lr 1.62e-04
  [global] step  10300  loss 4.1037  lr 1.60e-04
  [global] step  10400  loss 4.0203  lr 1.58e-04
  [global] step  10500  loss 4.1230  lr 1.55e-04
  [global] step  10600  loss 3.8116  lr 1.53e-04
  [global] step  10700  loss 4.1291  lr 1.51e-04
  [global] step  10800  loss 4.1318  lr 1.49e-04
  [global] step  10900  loss 3.7136  lr 1.47e-04
  [global] step  11000  loss 3.9960  lr 1.45e-04
  [global] step  11100  loss 3.8014  lr 1.43e-04
  [global] step  11200  loss 4.2414  lr 1.41e-04
  [global] step  11300  loss 4.1043  lr 1.39e-04
  [global] step  11400  loss 3.8824  lr 1.36e-04
  [global] step  11500  loss 3.9767  lr 1.34e-04
  [global] step  11600  loss 3.9412  lr 1.32e-04
  [global] step  11700  loss 4.3749  lr 1.30e-04
  [global] step  11800  loss 3.9888  lr 1.28e-04
  [global] step  11900  loss 3.7629  lr 1.26e-04
  [global] step  12000  loss 3.7606  lr 1.24e-04
  [global] step  12100  loss 3.6596  lr 1.22e-04
  [global] step  12200  loss 3.7891  lr 1.20e-04
  [global] step  12300  loss 4.0271  lr 1.18e-04
  [global] step  12400  loss 3.9506  lr 1.16e-04
  [global] step  12500  loss 4.0463  lr 1.14e-04
  [global] step  12600  loss 3.5155  lr 1.12e-04
  [global] step  12700  loss 3.9590  lr 1.10e-04
  [global] step  12800  loss 4.0239  lr 1.08e-04
  [global] step  12900  loss 3.9777  lr 1.06e-04
  [global] step  13000  loss 3.5176  lr 1.04e-04
  [global] step  13100  loss 3.4316  lr 1.02e-04
  [global] step  13200  loss 4.0957  lr 1.01e-04
  [global] step  13300  loss 3.8356  lr 9.87e-05
  [global] step  13400  loss 3.9591  lr 9.69e-05
  [global] step  13500  loss 3.7130  lr 9.51e-05
  [global] step  13600  loss 3.9521  lr 9.32e-05
  [global] step  13700  loss 3.5696  lr 9.14e-05
  [global] step  13800  loss 3.9048  lr 8.97e-05
  [global] step  13900  loss 4.0121  lr 8.79e-05
  [global] step  14000  loss 3.8799  lr 8.62e-05
  [global] step  14100  loss 3.6372  lr 8.44e-05
  [global] step  14200  loss 4.0198  lr 8.27e-05
  [global] step  14300  loss 3.9298  lr 8.11e-05
  [global] step  14400  loss 4.3235  lr 7.94e-05
  [global] step  14500  loss 3.9320  lr 7.78e-05
  [global] step  14600  loss 3.9623  lr 7.62e-05
  [global] step  14700  loss 3.7577  lr 7.46e-05
  [global] step  14800  loss 4.0637  lr 7.30e-05
  [global] step  14900  loss 3.7090  lr 7.14e-05
  [global] step  15000  loss 3.9568  lr 6.99e-05
  [global] step  15100  loss 3.4841  lr 6.84e-05
  [global] step  15200  loss 3.7728  lr 6.69e-05
  [global] step  15300  loss 3.9854  lr 6.55e-05
  [global] step  15400  loss 4.0582  lr 6.41e-05
  [global] step  15500  loss 4.0403  lr 6.27e-05
  [global] step  15600  loss 4.2243  lr 6.13e-05
  [global] step  15700  loss 3.9052  lr 5.99e-05
  [global] step  15800  loss 3.8185  lr 5.86e-05
  [global] step  15900  loss 3.6407  lr 5.73e-05
  [global] step  16000  loss 4.0601  lr 5.60e-05
  [global] step  16100  loss 3.9332  lr 5.48e-05
  [global] step  16200  loss 3.5247  lr 5.36e-05
  [global] step  16300  loss 3.3761  lr 5.24e-05
  [global] step  16400  loss 4.2869  lr 5.12e-05
  [global] step  16500  loss 3.9435  lr 5.01e-05
  [global] step  16600  loss 4.1835  lr 4.90e-05
  [global] step  16700  loss 4.1958  lr 4.79e-05
  [global] step  16800  loss 3.8660  lr 4.69e-05
  [global] step  16900  loss 3.6359  lr 4.58e-05
  [global] step  17000  loss 3.9852  lr 4.49e-05
  [global] step  17100  loss 3.7973  lr 4.39e-05
  [global] step  17200  loss 4.0720  lr 4.30e-05
  [global] step  17300  loss 3.9049  lr 4.21e-05
  [global] step  17400  loss 3.8778  lr 4.12e-05
  [global] step  17500  loss 3.8150  lr 4.04e-05
  [global] step  17600  loss 3.8464  lr 3.96e-05
  [global] step  17700  loss 4.0231  lr 3.88e-05
  [global] step  17800  loss 3.6203  lr 3.81e-05
  [global] step  17900  loss 3.8417  lr 3.74e-05
  [global] step  18000  loss 4.0864  lr 3.67e-05
  [global] step  18100  loss 3.9216  lr 3.60e-05
  [global] step  18200  loss 3.6150  lr 3.54e-05
  [global] step  18300  loss 4.0807  lr 3.48e-05
  [global] step  18400  loss 3.8221  lr 3.43e-05
  [global] step  18500  loss 4.0311  lr 3.38e-05
  [global] step  18600  loss 3.9782  lr 3.33e-05
  [global] step  18700  loss 3.7857  lr 3.28e-05
  [global] step  18800  loss 3.7773  lr 3.24e-05
  [global] step  18900  loss 4.1650  lr 3.20e-05
  [global] step  19000  loss 3.9240  lr 3.17e-05
  [global] step  19100  loss 3.7685  lr 3.14e-05
  [global] step  19200  loss 4.1809  lr 3.11e-05
  [global] step  19300  loss 3.7307  lr 3.08e-05
  [global] step  19400  loss 3.8750  lr 3.06e-05
  [global] step  19500  loss 4.0199  lr 3.04e-05
  [global] step  19600  loss 3.8936  lr 3.03e-05
  [global] step  19700  loss 3.7165  lr 3.02e-05
  [global] step  19800  loss 3.9433  lr 3.01e-05
  [global] step  19900  loss 3.6874  lr 3.00e-05
  [global] step  20000  loss 3.8675  lr 3.00e-05

RESULT SUMMARY: {
  "tier": "exploratory-mechanism-wave -- NOT a confirmatory bar",
  "design_ref": "FROZEN_BIAS_LM_DESIGN.md sec 12.5 (Stage 2, H3)",
  "h3_hypothesis_verbatim": "H3 | Optimizer/gradient-flow interaction: the lambda-blend's normalize() Jacobian, evaluated at a per-token-random vs. a fixed-global bias direction, differentially reshapes the gradient signal reaching k_raw, and this difference compounds over training. | Backward-hook gradient-norm/variance telemetry on k_raw, short instrumented runs.",
  "gate_result_sec_12_11_4_verbatim": "Stage-2 gate (sec 12.5's frozen rule): FULL 20,000-step branch. Arm2: sign(delta@5000)=sign(delta@20000) [pass] and |-0.0721| >= 0.5*|-0.0903|=0.0451 [pass] -> full. Arm2': sign [pass] but |-0.0570| < 0.5*|-0.1203|=0.0601 -> truncated. Per the rule's own clause (\"if the two comparisons select different branches, the full 20,000-step branch governs for both\"): Stage 2 is authorized at full 20,000 steps (~0.76 GPU-h + the mandatory CPU smoke, sec 12.5).",
  "corpus": "openr1-mix-ext",
  "seed": 0,
  "steps": 20000,
  "gradflow_cadence": 100,
  "architecture": {
    "d_model": 256,
    "d_state": 64,
    "n_layers": 2,
    "conv_size": 4,
    "num_heads": 1,
    "seq_len": 512,
    "batch_size": 32
  },
  "lr": 0.0003,
  "warmup_steps": 100,
  "weight_decay": 0.01,
  "lambda": 0.58,
  "tf32_state": {
    "cuda_matmul_allow_tf32": false,
    "cudnn_allow_tf32": true
  },
  "h3_gradnorm_comparison": {
    "note": "H3 registers a MECHANISM, not a predicted sign (unlike H1/H2) -- these deltas are descriptive/correlational (sec 12.9 item 1), no headline verdict.",
    "per_layer": {
      "0": {
        "per_token_minus_off": {
          "all": -0.03421305811149068,
          "early": -0.020560836899094284,
          "late": -0.043735454799607394
        },
        "global_minus_off": {
          "all": -0.018264358203159647,
          "early": -0.010373464156873523,
          "late": -0.0224193075299263
        }
      },
      "1": {
        "per_token_minus_off": {
          "all": -0.01720997665863251,
          "early": -0.007384031679248436,
          "late": -0.025017418824136255
        },
        "global_minus_off": {
          "all": 0.00033644413342699686,
          "early": 0.0020441270526498564,
          "late": -0.000937999375164509
        }
      }
    }
  }
}
wrote results/mech_wave/mech_stage2_gradflow_openr1-mix-ext_s0.json
