unix_time,step,cum_rate_s_per_step,flag
1783643182,100,1.2000101280212403,
1783643302,200,1.2000063920021058,
1783643422,400,0.9000039541721344,
1783643542,500,0.9600036635398864,
1783643662,700,0.8571458527020046,
1783643782,800,0.9000031676888466,
1783643902,900,0.9333364751603869,
1783644022,1100,0.872730085849762,
1783644142,1200,0.900002808769544,
1783644262,1400,0.8571454627173287,
1783644382,1500,0.8800027136802673,
1783644502,1700,0.8470614009744981,
1783644622,1800,0.8666693270206451,
1783644742,1900,0.8842132105325398,
1783644862,2100,0.85714547986076,
1783644982,2200,0.8727299658818678,
1783645102,2400,0.8500025753180186,
1783645222,2500,0.864002631855011,
1783645342,2700,0.8444469731825369,
1783645462,2800,0.8571454009839466,
1783645582,2900,0.8689680877225152,
1783645702,3100,0.8516153991606927,
1783645822,3200,0.8625025086849928,
1783645942,3400,0.847061272018096,
1783646062,3500,0.8571453280448914,
1783646182,3700,0.8432456573280128,
1783646302,3800,0.8526340081189808,
1783646422,3900,0.8615409024556477,
1783646542,4100,0.8487828786780195,
1783646662,4200,0.8571452573367527,
1783646782,4400,0.8454568993503397,
1783646902,4500,0.8533357045915392,
1783647022,4700,0.8425555234767022,
1783647142,4800,0.850002341022094,
1783647262,4900,0.8571452058091455,
1783647382,5100,0.847061140163272,
1783647502,5200,0.8538484788857974,
1783647622,5400,0.8444467370156888,
1783647742,5500,0.8509113946827975,
1783647862,5700,0.8421075335301851,
1783647982,5800,0.8482781463244866,
1783648102,5900,0.8542395849147085,
1783648222,6100,0.8459039062750144,
1783648342,6200,0.851615178931144,
1783648462,6400,0.8437522481754423,
1783648582,6500,0.849233029952416,
1783648702,6700,0.8417932793987332,
1783648822,6800,0.847061068555888,
1783648942,6900,0.8521761746682982,
1783649062,7100,0.845072663737015,
1783649182,7200,0.8500022461016973,
1783649302,7400,0.8432454680107735,
1783649422,7500,0.8480022314071656,
1783649542,7700,0.8415606543305633,
1783649662,7800,0.846156066044783,
1783649782,7900,0.850635141420968,
1783649902,8100,0.8444466569688585,
1783650022,8200,0.8487827080633582,
1783650142,8400,0.8428593465543929,
1783650262,8500,0.8470610333610984,
1783650382,8700,0.8413815010553118,
1783650502,8800,0.8454567424546588,
1783650622,8900,0.8494404097085588,
1783650742,9100,0.8439582350489857,
1783650862,9200,0.8478282820141834,
1783650982,9400,0.8425553757079104,
1783651102,9500,0.8463179820462277,
1783651222,9700,0.8412392914663885,
1783651342,9800,0.8449001414921818,
1783651462,9900,0.8484870484140185,
1783651582,10100,0.8435665425215617,
1783651702,10200,0.8470610142455381,
1783651822,10400,0.8423098723934247,
1783651942,10500,0.8457164695149376,
1783652062,10700,0.8411236627302437,
1783652182,10800,0.8444466171882771,
1783652302,10900,0.8477085989112154,
1783652422,11100,0.8432454086423994,
1783652542,11200,0.846430743762425,
1783652662,11400,0.8421074286678382,
1783652782,11500,0.8452195597316908,
1783652902,11700,0.8410278003439944,
1783653022,11800,0.8440699683407605,
1783653142,11900,0.8470610038372649,
1783653262,12100,0.8429773743684627,
1783653382,12200,0.8459038133308536,
1783653502,12400,0.8419376450969327,
1783653622,12500,0.8448021661949158,
1783653742,12700,0.8409470397093165,
1783653862,12800,0.843752168994397,
1783653982,12900,0.8465138025246849,
1783654102,13100,0.8427502581363416,
1783654222,13200,0.8454567212588859,
1783654342,13400,0.8417932133354358,
1783654462,13500,0.8444466205702887,
1783654582,13700,0.8408780828879697,
1783654702,13800,0.8434804398426111,
1783654822,13900,0.8460453504109554,
1783654942,14100,0.842555370821175,
1783655062,14200,0.8450726113352977,
1783655182,14400,0.8416688464085261,
1783655302,14500,0.8441401208022545,
1783655422,14700,0.840818508709369,
1783655542,14800,0.8432454309592375,
1783655662,14900,0.8456397791676873,
1783655782,15100,0.8423862936323052,
1783655902,15200,0.8447390361679228,
1783656022,15400,0.8415606296526921,
1783656142,15500,0.8438731617466096,
1783656262,15700,0.8407665163088756,
1783656382,15800,0.8430401685418962,
1783656502,15900,0.8452852179119422,
1783656622,16100,0.8422382203096188,
1783656742,16200,0.8444466485653395,
1783656862,16400,0.8414656094225441,
1783656982,16500,0.8436385610898336,
1783657102,16700,0.8407207516567435,
1783657222,16800,0.8428593367480096,
1783657342,16900,0.8449726124769131,
1783657462,17100,0.8421074544058905,
1783657582,17200,0.8441882425685262,
1783657702,17400,0.8413815002742855,
1783657822,17500,0.8434307649884906,
1783657942,17700,0.8406801535719532,
1783658062,17800,0.8426988213651636,
1783658182,17900,0.8446949334384343,
1783658302,18100,0.8419911412244344,
1783658422,18200,0.8439582393326602,
1783658542,18400,0.8413065348500791,
1783658662,18500,0.8432454351863345,
1783658782,18700,0.840643896036607,
1783658902,18800,0.8425553806791914,
1783659022,18900,0.844446638147667,
1783659142,19100,0.8418870032769847,
1783659262,19200,0.8437521917000413,
1783659382,19400,0.8412392975743284,
1783659502,19500,0.8430791135078821,
1783659622,19700,0.8406113211878665,
1783659742,19800,0.8424264304686074,
1783659862,19900,0.8442232998172242,
