unix_time,step,cum_rate_s_per_step,flag
1783581103,400,0.3000027829408646,
1783581223,900,0.2666682661904229,
1783581343,1400,0.2571440540041242,
1783581463,1900,0.25263294985419826,
1783581583,2400,0.250001219411691,
1783581703,2900,0.24827698970663137,
1783581823,3400,0.24705987088820514,
1783581943,3900,0.2461548332678966,
1783582063,4400,0.24545548260211944,
1783582183,4900,0.24489885072318876,
1783582303,5400,0.24444529952826324,
1783582423,5900,0.2440686320046247,
1783582543,6400,0.24375081405043603,
1783582663,7000,0.24000078024183,
1783582783,7400,0.24324401716928223,
1783582903,8000,0.2400007538199425,
1783583023,8500,0.2400007461940541,
1783583143,9000,0.24000073597166274,
1783583263,9500,0.24000072830601743,
1783583383,10000,0.24000071902275086,
1783583503,10500,0.24000071005594162,
1783583623,11000,0.2400007091218775,
1783583743,11500,0.2400007008884264,
1783583863,12000,0.24000069302320481,
1783583983,12500,0.24000068641662597,
1783584103,13000,0.24000068539839525,
1783584223,13500,0.24000067995212696,
1783584343,14000,0.2400006789820535,
1783584463,14500,0.24000068181136558,
1783584583,15000,0.2400006754875183,
1783584703,15500,0.24000067226348384,
1783584823,16000,0.2400006692558527,
1783584943,16500,0.24000066943602127,
1783585063,17000,0.24000066659029792,
1783585183,17500,0.24000066698619296,
1783585303,18000,0.24000066599580977,
1783585423,18500,0.24000066750758403,
1783585543,19000,0.24000066799866526,
1783585663,19500,0.24000067153343788,
1783585783,20000,0.24000067002773284,
1783585903,20500,0.24000066844428458,
1783586023,21000,0.2400006675606682,
1783586143,21500,0.24000066544288812,
1783586263,22000,0.2400006644183939,
1783586383,22500,0.2400006650712755,
1783586503,23000,0.24000066361219988,
1783586623,23500,0.24000066404139742,
1783586743,24000,0.24000066365798314,
1783586863,24500,0.24000066175266188,
1783586983,25000,0.24000066150665283,
1783587103,25500,0.24000066354228,
1783587223,26000,0.2400006608412816,
1783587343,26600,0.23909839989547443,
1783587463,27100,0.23911504785952972,
1783587583,27600,0.2391310901918273,
1783587703,28100,0.23914656187715905,
1783587823,28600,0.2391614924861001,
1783587943,29100,0.23917591358787826,
1783588063,29600,0.23918984417174313,
1783588183,30100,0.23920331269799672,
1783588303,30600,0.23921634205026565,
1783588423,31100,0.23922895086539903,
1783588543,31600,0.2392411608409278,
1783588663,32100,0.2392529904508145,
1783588783,32600,0.23926445646520042,
1783588903,33100,0.23927557750771053,
1783589023,33600,0.23928636862408548,
1783589143,34100,0.23929684126481982,
1783589263,34600,0.2393070108904315,
1783589383,35100,0.23931689344580018,
1783589503,35600,0.23932649599032454,
1783589623,36100,0.23933583188915517,
1783589743,36600,0.23934491330157212,
1783589863,37100,0.23935374941787307,
1783589983,37600,0.23936235186901497,
1783590103,38100,0.2393707295978476,
1783590223,38600,0.23937888932969287,
1783590343,39100,0.23938684079958045,
1783590463,39600,0.2393945903489084,
1783590583,40100,0.23940214684479255,
1783590703,40600,0.23940951696757612,
1783590823,41100,0.23941670765841963,
1783590943,41700,0.238849569973614,
1783591063,42100,0.23943057926703518,
1783591183,42700,0.23887652758971312,
1783591303,43200,0.23888953862366852,
1783591423,43700,0.23890225130033166,
1783591543,44200,0.23891467609017145,
1783591663,44700,0.2389268235445556,
1783591783,45200,0.2389387014745611,
1783591903,45700,0.2389503203805218,
1783592023,46200,0.23896168795498934,
1783592143,46700,0.23897281147938468,
1783592263,47200,0.23898369989657806,
1783592383,47700,0.23899436086478723,
1783592503,48200,0.2390047995678122,
1783592623,48700,0.239015023399917,
1783592743,49200,0.23902503989576324,
1783592863,49700,0.23903485447348244,
1783592983,50200,0.23904447555067054,
1783593103,50700,0.23905390612472444,
1783593223,51200,0.23906315117608756,
1783593343,51700,0.23907221821797886,
1783593463,52200,0.23908111238388266,
1783593583,52700,0.23908983650424676,
1783593703,53200,0.23909839819696613,
1783593823,53700,0.2391068009468874,
1783593943,54200,0.23911504683899262,
1783594063,54700,0.2391231430644745,
1783594183,55200,0.23913109111181205,
1783594303,55700,0.23913889649954476,
1783594423,56200,0.2391465628825897,
1783594543,56700,0.23915409545629324,
1783594663,57200,0.23916149596651118,
1783594783,57700,0.2391687686025993,
1783594903,58200,0.23917591535348662,
1783595023,58700,0.23918294019146713,
1783595143,59200,0.23918984743791658,
1783595263,59800,0.2387966431622521,
1783595383,60300,0.2388066266504291,
1783595503,60800,0.23881644675606176,
1783595623,61300,0.23882610657475706,
1783595743,61800,0.2388356102361648,
1783595863,62300,0.23884496105616587,
1783595983,62800,0.2388541631751759,
1783596103,63300,0.23886322120919612,
1783596223,63800,0.23887213517879619,
1783596343,64300,0.23888091083262608,
1783596463,64800,0.23888955152329103,
1783596583,65300,0.23889806002241545,
1783596703,65800,0.23890643907535403,
1783596823,66300,0.2389146933440529,
1783596943,66800,0.23892282237906656,
1783597063,67300,0.23893083019029865,
